"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2022-1-28","4,563.77","4,641.81","4,660.52","4,559.83","126.48K","-1.21%"
"2022-1-27","4,619.88","4,708.10","4,708.44","4,616.03","121.26K","-1.96%"
"2022-1-26","4,712.31","4,697.10","4,718.99","4,648.13","107.07K","0.72%"
"2022-1-25","4,678.45","4,761.95","4,781.39","4,678.25","133.67K","-2.26%"
"2022-1-24","4,786.74","4,753.94","4,801.10","4,746.45","114.46K","0.16%"
"2022-1-21","4,779.31","4,808.77","4,818.31","4,762.56","138.95K","-0.92%"
"2022-1-20","4,823.51","4,778.26","4,845.00","4,777.57","164.97K","0.90%"
"2022-1-19","4,780.38","4,815.81","4,828.75","4,755.93","133.93K","-0.68%"
"2022-1-18","4,813.35","4,766.78","4,826.30","4,747.92","150.87K","0.97%"
"2022-1-17","4,767.28","4,728.76","4,775.24","4,726.71","115.30K","0.86%"
"2022-1-14","4,726.73","4,743.91","4,764.05","4,723.94","146.86K","-0.82%"
"2022-1-13","4,765.92","4,853.03","4,853.06","4,765.24","142.52K","-1.64%"
"2022-1-12","4,845.58","4,818.89","4,852.73","4,810.92","143.20K","1.00%"
"2022-1-11","4,797.77","4,840.01","4,850.88","4,791.89","146.93K","-0.96%"
"2022-1-10","4,844.04","4,812.23","4,844.39","4,780.82","156.21K","0.45%"
"2022-1-7","4,822.37","4,824.32","4,856.65","4,818.19","187.14K","0.09%"
"2022-1-6","4,818.23","4,842.16","4,857.56","4,786.43","157.67K","-1.02%"
"2022-1-5","4,868.12","4,907.93","4,916.28","4,851.98","178.82K","-1.01%"
"2022-1-4","4,917.77","4,957.98","4,961.45","4,874.53","151.54K","-0.46%"
