date,returns
2021-07-19,-0.003195
2021-07-20,0.006663
2021-07-21,0.020064
2021-07-22,0.006443
2021-07-23,-0.008956
2021-07-26,-0.012689
2021-07-27,-0.02639
2021-07-28,-0.020914
2021-07-29,0.037718
2021-07-30,0.007617
2021-08-02,0.019273
2021-08-03,-0.012617
2021-08-04,0.023157
2021-08-05,-0.004047
2021-08-06,0.004596
2021-08-09,0.003329
2021-08-10,0.005657
2021-08-11,0.007466
2021-08-12,0.006785
2021-08-13,-0.002039
2021-08-16,-0.009655
2021-08-17,-0.027497
2021-08-18,0.006176
2021-08-19,0.008546
2021-08-20,-0.000189
2021-08-23,0.024801
2021-08-24,0.008169
2021-08-25,0.007071
2021-08-26,-0.012883
2021-08-27,0.001376
2021-08-30,0.006207
2021-08-31,8.8e-05
2021-09-01,-0.015727
2021-09-02,0.011041
2021-09-03,-0.007804
2021-09-06,0.013663
2021-09-07,0.018519
2021-09-08,0.002019
2021-09-09,0.000758
2021-09-10,0.004103
2021-09-13,0.001869
2021-09-14,-0.003848
2021-09-15,0.00699
2021-09-16,-0.027255
2021-09-17,-0.003188
2021-09-22,0.005024
2021-09-23,0.004858
2021-09-24,-0.014242
2021-09-27,-0.029601
2021-09-28,0.000123
2021-09-29,-0.036091
2021-09-30,0.028654
2021-10-08,0.002729
2021-10-11,-0.005498
2021-10-12,-0.023883
2021-10-13,0.011221
2021-10-14,0.007256
2021-10-15,0.001111
2021-10-18,0.010777
2021-10-19,0.010018
2021-10-20,0.0026
2021-10-21,-0.002662
2021-10-22,-0.00867
2021-10-25,0.012622
2021-10-26,-0.003144
2021-10-27,-0.010007
2021-10-28,-0.02229
2021-10-29,0.016161
2021-11-01,0.00952
2021-11-02,-0.01167
2021-11-03,0.002253
2021-11-04,0.013337
2021-11-05,-0.012575
2021-11-08,0.004509
2021-11-09,0.014691
2021-11-10,0.000434
2021-11-11,0.007764
2021-11-12,0.013706
2021-11-15,-0.00277
2021-11-16,-0.011373
2021-11-17,0.017909
2021-11-18,-0.001333
2021-11-19,0.011532
2021-11-22,0.018403
2021-11-23,-0.000731
2021-11-24,-0.000351
2021-11-25,-0.001639
2021-11-26,0.001896
2021-11-29,0.007436
2021-11-30,0.006807
2021-12-01,0.00019
2021-12-02,-0.010872
2021-12-03,0.006994
2021-12-06,-0.014607
2021-12-07,-0.015849
2021-12-08,0.018134
2021-12-09,0.001162
2021-12-10,0.00219
2021-12-13,0.0045
2021-12-14,-0.000385
2021-12-15,-0.003288
2021-12-16,0.006334
2021-12-17,-0.013974
2021-12-20,-0.018007
2021-12-21,0.012524
2021-12-22,0.010419
2021-12-23,0.000233
2021-12-24,-0.019672
2021-12-27,-2.3e-05
2021-12-28,0.0112
2021-12-29,-0.00103
2021-12-30,0.008796
2021-12-31,0.010827
2022-01-04,-0.003403
2022-01-05,-0.025227
2022-01-06,0.008075
2022-01-07,-0.020628
2022-01-10,0.006702
2022-01-11,-0.011313
2022-01-12,0.017371
2022-01-13,-0.017319
2022-01-14,0.004001
2022-01-17,0.017291
2022-01-18,-0.006337
2022-01-19,-0.012041
2022-01-20,-0.022514
2022-01-21,-0.013862
2022-01-24,0.004961
2022-01-25,-0.03937
2022-01-26,0.005322
2022-01-27,-0.029413
2022-01-28,0.001854
2022-02-07,0.012708
2022-02-08,0.00269
2022-02-09,0.018475
2022-02-10,-0.004966
2022-02-11,-0.019757
2022-02-14,-0.003949
2022-02-15,0.016953
2022-02-16,0.008177
2022-02-17,0.005221
2022-02-18,0.004319
2022-02-21,0.011418
2022-02-22,-0.007547
2022-02-23,0.023514
2022-02-24,-0.022184
2022-02-25,0.010548
2022-02-28,0.007861
2022-03-01,0.001296
2022-03-02,-0.002037
2022-03-03,-0.00967
2022-03-04,-0.013762
2022-03-07,-0.021519
2022-03-08,-0.030274
2022-03-09,-0.010941
2022-03-10,0.023025
2022-03-11,0.005503
2022-03-14,-0.027205
2022-03-15,-0.048101
2022-03-16,0.033905
2022-03-17,0.018763
2022-03-18,0.00892
2022-03-21,0.010908
2022-03-22,-0.004452
2022-03-23,0.006284
2022-03-24,-0.009494
2022-03-25,-0.011737
2022-03-28,-0.007707
2022-03-29,-0.006143
2022-03-30,0.020678
2022-03-31,-0.013501
2022-04-01,8e-05
2022-04-06,-0.001228
2022-04-07,-0.020801
2022-04-08,-0.007293
2022-04-11,-0.037598
2022-04-12,0.013646
2022-04-13,-0.019981
2022-04-14,0.011685
2022-04-15,-0.013308
2022-04-18,0.00812
2022-04-19,0.003124
2022-04-20,-0.017576
2022-04-21,-0.040561
2022-04-22,-0.014976
2022-04-25,-0.078109
2022-04-26,-0.030388
2022-04-27,0.052058
2022-04-28,-0.008448
2022-04-29,0.043791
2022-05-05,0.017863
2022-05-06,-0.012376
2022-05-09,0.013218
2022-05-10,0.018795
2022-05-11,0.008799
2022-05-12,0.005255
2022-05-13,0.006147
2022-05-16,0.001847
2022-05-17,0.005848
2022-05-18,0.001528
2022-05-19,0.008548
2022-05-20,0.013472
2022-05-23,0.012776
2022-05-24,-0.041275
2022-05-25,0.017533
2022-05-26,0.006275
2022-05-27,-0.002731
2022-05-30,0.011636
2022-05-31,0.0113
2022-06-01,0.003143
2022-06-02,0.010923
2022-06-06,0.02515
2022-06-07,-0.001081
2022-06-08,0.001676
2022-06-09,-0.017933
2022-06-10,0.021166
2022-06-13,0.0071
2022-06-14,-0.001431
2022-06-15,-0.001724
2022-06-16,0.006463
2022-06-17,0.011644
2022-06-20,0.010925
2022-06-21,-0.010164
2022-06-22,-0.012883
2022-06-23,0.02296
2022-06-24,0.012592
2022-06-27,0.010283
2022-06-28,0.010966
2022-06-29,-0.025246
2022-06-30,0.013699
2022-07-01,-0.000147
2022-07-04,0.011698
2022-07-05,-0.005698
2022-07-06,-0.011657
2022-07-07,0.012638
2022-07-08,-0.005834
2022-07-11,-0.015305
2022-07-12,-0.016549
2022-07-13,0.008164
2022-07-14,0.012578
2022-07-15,-0.009834
2022-07-18,0.014755
2022-07-19,0.007966
2022-07-20,0.014378
2022-07-21,-0.004896
2022-07-22,-0.005752
2022-07-25,-0.012181
2022-07-26,0.011298
2022-07-27,0.010248
2022-07-28,0.007151
2022-07-29,-0.004582
2022-08-01,0.008854
2022-08-02,-0.030983
2022-08-03,-0.005937
2022-08-04,0.00631
2022-08-05,0.018633
2022-08-08,0.012144
2022-08-09,0.00436
2022-08-10,0.000649
2022-08-11,0.011427
2022-08-12,-0.009
2022-08-15,0.007562
2022-08-16,0.005646
2022-08-17,0.000553
2022-08-18,0.003106
2022-08-19,-0.01592
2022-08-22,0.007488
2022-08-23,0.002393
2022-08-24,-0.036492
2022-08-25,-0.003282
2022-08-26,-0.005149
2022-08-29,0.005893
2022-08-30,-0.006351
2022-08-31,-0.03239
2022-09-01,-0.004984
2022-09-02,0.008892
2022-09-05,0.002105
2022-09-06,0.01893
2022-09-07,0.00634
2022-09-08,-0.009538
2022-09-09,0.002389
2022-09-13,-0.001374
2022-09-14,-0.010794
2022-09-15,-0.030803
2022-09-16,-0.02084
2022-09-19,-0.012566
2022-09-20,0.012864
2022-09-21,-0.000236
2022-09-22,0.00103
2022-09-23,-0.019051
2022-09-26,-0.012586
2022-09-27,0.020081
2022-09-28,-0.030994
2022-09-29,0.002845
2022-09-30,-0.016683
2022-10-10,-0.022917
2022-10-11,0.005551
2022-10-12,0.02907
2022-10-13,0.009619
2022-10-14,0.024669
2022-10-17,0.010301
2022-10-18,0.00557
2022-10-19,-0.007276
2022-10-20,-0.004866
2022-10-21,0.000408
2022-10-24,-0.008378
2022-10-25,-0.003552
2022-10-26,0.021384
2022-10-27,-0.004634
2022-10-28,-0.034307
2022-10-31,0.008444
2022-11-01,0.023393
2022-11-02,0.013151
2022-11-03,0.006487
2022-11-04,0.021746
2022-11-07,0.000595
2022-11-08,-0.002783
2022-11-09,-0.00283
2022-11-10,-0.01089
2022-11-11,0.006084
2022-11-14,-0.006595
2022-11-15,0.02316
2022-11-16,-0.007475
2022-11-17,0.00186
2022-11-18,-0.008355
2022-11-21,0.004644
2022-11-22,-0.01586
2022-11-23,-0.002315
2022-11-24,0.002872
2022-11-25,-0.01134
2022-11-28,-0.002987
2022-11-29,0.01565
2022-11-30,-0.000609
2022-12-01,0.010336
2022-12-02,0.003321
2022-12-05,0.005063
2022-12-06,-0.001611
2022-12-07,0.000259
2022-12-08,-0.006404
2022-12-09,0.002706
2022-12-12,-0.003698
2022-12-13,-0.009316
2022-12-14,-0.003587
2022-12-15,0.004191
2022-12-16,-0.01184
2022-12-19,-0.019736
2022-12-20,-0.007697
2022-12-21,-0.00827
2022-12-22,-0.016252
2022-12-23,-0.004232
2022-12-26,0.018631
2022-12-27,0.007984
2022-12-28,-0.009037
2022-12-29,-0.001059
2022-12-30,0.003161
2023-01-03,0.022618
2023-01-04,-0.000377
2023-01-05,0.009997
2023-01-06,0.00229
2023-01-09,0.00545
2023-01-10,0.000681
2023-01-11,-0.008149
2023-01-12,0.000411
2023-01-13,0.004306
2023-01-16,0.011399
2023-01-17,0.000863
2023-01-18,0.002351
2023-01-19,0.009538
2023-01-20,0.009103
2023-01-30,0.007363
2023-01-31,0.002774
2023-02-01,0.016376
2023-02-02,0.002386
2023-02-03,-0.001175
2023-02-06,-0.004861
2023-02-07,0.004775
2023-02-08,-0.006729
2023-02-09,0.01766
2023-02-10,-0.003399
2023-02-13,0.011008
2023-02-14,0.001315
2023-02-15,0.000305
2023-02-16,-0.019594
2023-02-17,-0.008181
2023-02-20,0.013222
2023-02-21,0.004471
2023-02-22,0.001138
2023-02-23,-0.004521
2023-02-24,-0.003152
2023-02-27,-0.007276
2023-02-28,0.008888
2023-03-01,0.006786
2023-03-02,-0.00435
2023-03-03,-0.000626
2023-03-06,0.004177
2023-03-07,-0.020252
2023-03-08,0.005268
2023-03-09,0.000203
2023-03-10,-0.013718
2023-03-13,0.005049
2023-03-14,-0.009187
2023-03-15,0.004967
2023-03-16,-0.016711
2023-03-17,0.006964
2023-03-20,-0.002214
2023-03-21,0.013083
2023-03-22,0.004543
2023-03-23,0.004168
2023-03-24,-0.000128
2023-03-27,0.002728
2023-03-28,-0.008902
2023-03-29,-0.002799
2023-03-30,0.0002
2023-03-31,0.010013
2023-04-03,0.012565
2023-04-04,-0.00127
2023-04-06,0.004266
2023-04-07,0.008573
